Symbol,Name,Sector,Token,nGram
ATXI,"Avenue Therapeutics, Inc.",Health Care,avenue therapeutics,avenue_therapeutics
AU,AngloGold Ashanti Limited,Basic Industries,anglogold ashanti,anglogold_ashanti
AUBN,"Auburn National Bancorporation, Inc.",Finance,auburn national bancorporation,auburn_national_bancorporation
AUDC,AudioCodes Ltd.,Public Utilities,audiocodes,audiocodes
AUO,AU Optronics Corp,Technology,au optronics,au_optronics
AUPH,Aurinia Pharmaceuticals Inc,Health Care,aurinia pharmaceuticals,aurinia_pharmaceuticals
AUTO,"AutoWeb, Inc.",Technology,autoweb,autoweb
AUY,Yamana Gold Inc.,Basic Industries,yamana gold,yamana_gold
AVA,Avista Corporation,Public Utilities,avista,avista
AVAL,Grupo Aval Acciones y Valores S.A.,Finance,grupo aval acciones y valores s a,grupo_aval_acciones_y_valores_s_a
AVAV,"AeroVironment, Inc.",Capital Goods,aerovironment,aerovironment
AVB,"AvalonBay Communities, Inc.",Consumer Services,avalonbay communities,avalonbay_communities
AVD,American Vanguard Corporation,Basic Industries,american vanguard,american_vanguard
AVDL,Avadel Pharmaceuticals plc,Health Care,avadel pharmaceuticals plc,avadel_pharmaceuticals_plc
AVEO,"AVEO Pharmaceuticals, Inc.",Health Care,aveo pharmaceuticals,aveo_pharmaceuticals
AVGO,Broadcom Inc.,Technology,broadcom,broadcom
AVGR,"Avinger, Inc.",Health Care,avinger,avinger
AVH,Avianca Holdings S.A.,Transportation,avianca,avianca
AVID,"Avid Technology, Inc.",Technology,avid technology,avid_technology
AVNS,"Avanos Medical, Inc.",Health Care,avanos medical,avanos_medical
AVNW,"Aviat Networks, Inc.",Technology,aviat networks,aviat_networks
AVP,"Avon Products, Inc.",Consumer Non-Durables,avon products,avon_products
AVT,"Avnet, Inc.",Consumer Non-Durables,avnet,avnet
AVX,AVX Corporation,Capital Goods,avx corporation,avx_corporation
AVXL,Anavex Life Sciences Corp.,Health Care,anavex life sciences,anavex_life_sciences
AVY,Avery Dennison Corporation,Consumer Durables,avery dennison,avery_dennison
AWI,Armstrong World Industries Inc,Consumer Non-Durables,armstrong world industries,armstrong_world_industries
AWK,American Water Works,Public Utilities,american water works,american_water_works
AWR,American States Water Company,Public Utilities,american states water,american_states_water
AWRE,"Aware, Inc.",Technology,aware,aware
AWSM,Cool Holdings Inc.,Consumer Non-Durables,cool holdings,cool_holdings
AX,"Axos Financial, Inc.",Finance,axos financial,axos_financial
AXAS,Abraxas Petroleum Corporation,Energy,abraxas petroleum,abraxas_petroleum
AXDX,"Accelerate Diagnostics, Inc.",Capital Goods,accelerate diagnostics,accelerate_diagnostics
AXE,Anixter International Inc.,Consumer Non-Durables,anixter international,anixter_international
AXGN,"AxoGen, Inc.",Health Care,axogen,axogen
AXL,"American Axle & Manufacturing Holdings, Inc.",Capital Goods,american axle manufacturing,american_axle_manufacturing
AXP,American Express Company,Finance,american express,american_express
AXR,AMREP Corporation,Consumer Services,amrep,amrep
AXS,Axis Capital Holdings Limited,Finance,axis capital,axis_capital
AXSM,"Axsome Therapeutics, Inc.",Health Care,axsome therapeutics,axsome_therapeutics
AXTA,Axalta Coating Systems Ltd.,Basic Industries,axalta coating systems,axalta_coating_systems
AXTI,AXT Inc,Technology,axt inc,axt_inc
AY,Atlantica Yield plc,Public Utilities,atlantica yield plc,atlantica_yield_plc
AYI,Acuity Brands Inc,Consumer Durables,acuity brands,acuity_brands
AYR,Aircastle Limited,Technology,aircastle,aircastle
AYTU,"Aytu BioScience, Inc.",Health Care,aytu bioscience,aytu_bioscience
AYX,"Alteryx, Inc.",Technology,alteryx,alteryx
AZN,Astrazeneca PLC,Health Care,astrazeneca plc,astrazeneca_plc
AZO,"AutoZone, Inc.",Consumer Services,autozone,autozone
AZPN,"Aspen Technology, Inc.",Technology,aspen technology,aspen_technology
AZRE,Azure Power Global Limited,Public Utilities,azure power global,azure_power_global
AZRX,"AzurRx BioPharma, Inc.",Health Care,azurrx biopharma,azurrx_biopharma
AZUL,Azul S.A.,Transportation,azul s a,azul_s_a
AZZ,AZZ Inc.,Consumer Durables,azz inc,azz_inc
B,"Barnes Group, Inc.",Capital Goods,barnes group,barnes_group
BA,Boeing Company (The),Capital Goods,boeing,boeing
BABA,Alibaba Group Holding Limited,Miscellaneous,alibaba group,alibaba_group
BABY,Natus Medical Incorporated,Health Care,natus medical,natus_medical
BAC,Bank of America Corporation,Finance,bank of america,bank_of_america
BAH,Booz Allen Hamilton Holding Corporation,Consumer Services,booz allen hamilton,booz_allen_hamilton
BAK,Braskem S.A.,Basic Industries,braskem s a,braskem_s_a
BAM,Brookfield Asset Management Inc,Consumer Services,brookfield asset management,brookfield_asset_management
BANC,"Banc of California, Inc.",Finance,banc of california,banc_of_california
BANF,BancFirst Corporation,Finance,bancfirst,bancfirst
BANR,Banner Corporation,Finance,banner,banner
BAP,Credicorp Ltd.,Finance,credicorp,credicorp
BAS,"Basic Energy Services, Inc.",Energy,basic energy services,basic_energy_services
BASI,"Bioanalytical Systems, Inc.",Health Care,bioanalytical systems,bioanalytical_systems
BATRK,Liberty Media Corporation,Consumer Services,liberty media,liberty_media
BAX,Baxter International Inc.,Health Care,baxter international,baxter_international
BB,BlackBerry Limited,Technology,blackberry,blackberry
BBBY,Bed Bath & Beyond Inc.,Consumer Services,bed bath beyond,bed_bath_beyond
BBDO,Banco Bradesco Sa,Finance,banco bradesco sa,banco_bradesco_sa
BBGI,"Beasley Broadcast Group, Inc.",Consumer Services,beasley broadcast group,beasley_broadcast_group
BBL,BHP Billiton plc,Energy,bhp billiton plc,bhp_billiton_plc
BBOX,Black Box Corporation,Technology,black box,black_box
BBSI,"Barrett Business Services, Inc.",Technology,barrett business services,barrett_business_services
BBT,BB&T Corporation,Finance,bb t corporation,bb_t_corporation
BBU,Brookfield Business Partners L.P.,Basic Industries,brookfield business partners l p,brookfield_business_partners_l_p
BBVA,Banco Bilbao Viscaya Argentaria S.A.,Finance,banco bilbao viscaya argentaria s a,banco_bilbao_viscaya_argentaria_s_a
BBW,"Build-A-Bear Workshop, Inc.",Consumer Services,build a bear workshop,build_a_bear_workshop
BBX,BBX Capital Corporation,Finance,bbx capital,bbx_capital
BBY,"Best Buy Co., Inc.",Consumer Services,best buy,best_buy
BC,Brunswick Corporation,Energy,brunswick,brunswick
BCBP,"BCB Bancorp, Inc. (NJ)",Finance,bcb bancorp,bcb_bancorp
BCC,"Boise Cascade, L.L.C.",Consumer Services,boise cascade l l c,boise_cascade_l_l_c
BCE,"BCE, Inc.",Public Utilities,bce inc,bce_inc
BCEI,"Bonanza Creek Energy, Inc.",Energy,bonanza creek energy,bonanza_creek_energy
BCH,Banco De Chile,Finance,banco de chile,banco_de_chile
BCLI,Brainstorm Cell Therapeutics Inc.,Health Care,brainstorm cell therapeutics,brainstorm_cell_therapeutics
BCML,BayCom Corp,Finance,baycom,baycom
BCO,Brink&#39;s Company (The),Transportation,brink 39 s,brink_39_s
BCOR,"Blucora, Inc.",Finance,blucora,blucora
BCOV,Brightcove Inc.,Technology,brightcove,brightcove
BCPC,Balchem Corporation,Basic Industries,balchem,balchem
BCRH,Blue Capital Reinsurance Holdings Ltd.,Finance,blue capital reinsurance,blue_capital_reinsurance
BCRX,"BioCryst Pharmaceuticals, Inc.",Health Care,biocryst pharmaceuticals,biocryst_pharmaceuticals
BCTF,"Bancorp 34, Inc.",Finance,bancorp 34,bancorp_34
BDC,Belden Inc,Basic Industries,belden,belden
BDGE,"Bridge Bancorp, Inc.",Finance,bridge bancorp,bridge_bancorp
BDN,Brandywine Realty Trust,Consumer Services,brandywine realty trust,brandywine_realty_trust
BDSI,"BioDelivery Sciences International, Inc.",Health Care,biodelivery sciences international,biodelivery_sciences_international
BDX,"Becton, Dickinson and Company",Health Care,becton dickinson,becton_dickinson
BEAT,"BioTelemetry, Inc.",Health Care,biotelemetry,biotelemetry
BECN,"Beacon Roofing Supply, Inc.",Consumer Services,beacon roofing supply,beacon_roofing_supply
BEDU,Bright Scholar Education Holdings Limited,Consumer Services,bright scholar education,bright_scholar_education
BEL,Belmond Ltd.,Consumer Services,belmond,belmond
BEN,"Franklin Resources, Inc.",Finance,franklin resources,franklin_resources
BEP,Brookfield Renewable Partners L.P.,Public Utilities,brookfield renewable partners l p,brookfield_renewable_partners_l_p
BERY,"Berry Global Group, Inc.",Consumer Non-Durables,berry global group,berry_global_group
BFAM,Bright Horizons Family Solutions Inc.,Miscellaneous,bright horizons family solutions,bright_horizons_family_solutions
BFIN,BankFinancial Corporation,Finance,bankfinancial,bankfinancial
BFR,BBVA Banco Frances S.A.,Finance,bbva banco frances s a,bbva_banco_frances_s_a
BFS,"Saul Centers, Inc.",Consumer Services,saul centers,saul_centers
BG,Bunge Limited,Consumer Non-Durables,bunge,bunge
BGCP,"BGC Partners, Inc.",Finance,bgc partners,bgc_partners
BGFV,Big 5 Sporting Goods Corporation,Consumer Services,big 5 sporting goods,big_5_sporting_goods
BGG,Briggs & Stratton Corporation,Energy,briggs stratton,briggs_stratton
BGNE,"BeiGene, Ltd.",Health Care,beigene,beigene
BGS,"B&G Foods, Inc.",Consumer Non-Durables,b g foods,b_g_foods
BH,Biglari Holdings Inc.,Consumer Services,biglari,biglari
BHBK,"Blue Hills Bancorp, Inc.",Finance,blue hills bancorp,blue_hills_bancorp
BHC,Bausch Health Companies Inc.,Health Care,bausch health companies,bausch_health_companies
BHE,"Benchmark Electronics, Inc.",Technology,benchmark electronics,benchmark_electronics
BHF,"Brighthouse Financial, Inc.",Finance,brighthouse financial,brighthouse_financial
BHGE,"Baker Hughes, a GE company",Energy,baker hughes a ge,baker_hughes_a_ge
BHLB,"Berkshire Hills Bancorp, Inc.",Finance,berkshire hills bancorp,berkshire_hills_bancorp
BHP,BHP Billiton Limited,Basic Industries,bhp billiton,bhp_billiton
BHR,Braemar Hotels & Resorts Inc.,Consumer Services,braemar hotels resorts,braemar_hotels_resorts
BHTG,"BioHiTech Global, Inc.",Consumer Services,biohitech global,biohitech_global
BHVN,Biohaven Pharmaceutical Holding Company Ltd.,Health Care,biohaven pharmaceutical,biohaven_pharmaceutical
BID,Sotheby&#39;s,Miscellaneous,sotheby 39 s,sotheby_39_s
BIDU,"Baidu, Inc.",Technology,baidu,baidu
BIG,"Big Lots, Inc.",Consumer Services,big lots,big_lots
BIIB,Biogen Inc.,Health Care,biogen,biogen
BIO,"Bio-Rad Laboratories, Inc.",Capital Goods,bio rad laboratories,bio_rad_laboratories
BIOC,"Biocept, Inc.",Health Care,biocept,biocept
BIOL,"Biolase, Inc.",Health Care,biolase,biolase
BIOS,"BioScrip, Inc.",Health Care,bioscrip,bioscrip
BIP,Brookfield Infrastructure Partners LP,Consumer Services,brookfield infrastructure partners,brookfield_infrastructure_partners
BITA,Bitauto Holdings Limited,Technology,bitauto,bitauto
BJRI,"BJ&#39;s Restaurants, Inc.",Consumer Services,bj 39 s restaurants,bj_39_s_restaurants
BK,Bank Of New York Mellon Corporation (The),Finance,bank of new york mellon,bank_of_new_york_mellon
BKD,Brookdale Senior Living Inc.,Health Care,brookdale senior living,brookdale_senior_living
BKE,"Buckle, Inc. (The)",Consumer Services,buckle,buckle
BKEP,"Blueknight Energy Partners L.P., L.L.C.",Energy,blueknight energy partners l p l l c,blueknight_energy_partners_l_p_l_l_c
BKH,Black Hills Corporation,Public Utilities,black hills,black_hills
BKI,"Black Knight, Inc.",Technology,black knight,black_knight
BKNG,Booking Holdings Inc.,Miscellaneous,booking,booking
BKS,"Barnes & Noble, Inc.",Consumer Services,barnes noble,barnes_noble
BKSC,Bank of South Carolina Corp.,Finance,bank of south carolina,bank_of_south_carolina
BKU,"BankUnited, Inc.",Finance,bankunited,bankunited
BKYI,"BIO-key International, Inc.",Technology,bio key international,bio_key_international
BL,"BlackLine, Inc.",Technology,blackline,blackline
BLBD,Blue Bird Corporation,Capital Goods,blue bird,blue_bird
BLCM,"Bellicum Pharmaceuticals, Inc.",Health Care,bellicum pharmaceuticals,bellicum_pharmaceuticals
BLD,TopBuild Corp.,Basic Industries,topbuild,topbuild
BLDP,"Ballard Power Systems, Inc.",Energy,ballard power systems,ballard_power_systems
BLDR,"Builders FirstSource, Inc.",Consumer Services,builders firstsource,builders_firstsource
BLFS,"BioLife Solutions, Inc.",Health Care,biolife solutions,biolife_solutions
BLK,"BlackRock, Inc.",Finance,blackrock,blackrock
BLKB,"Blackbaud, Inc.",Technology,blackbaud,blackbaud
BLL,Ball Corporation,Consumer Durables,ball corporation,ball_corporation
BLMN,"Bloomin&#39; Brands, Inc.",Consumer Services,bloomin 39 brands,bloomin_39_brands
BLMT,"BSB Bancorp, Inc.",Finance,bsb bancorp,bsb_bancorp
BLNK,Blink Charging Co.,Consumer Durables,blink charging,blink_charging
BLPH,"Bellerophon Therapeutics, Inc.",Health Care,bellerophon therapeutics,bellerophon_therapeutics
BLRX,BioLineRx Ltd.,Health Care,biolinerx,biolinerx
BLUE,"bluebird bio, Inc.",Health Care,bluebird bio,bluebird_bio
BLW,Citigroup Inc.,Finance,citigroup,citigroup
BLX,"Banco Latinoamericano de Comercio Exterior, S.A.",Finance,banco latinoamericano de comercio exterior s a,banco_latinoamericano_de_comercio_exterior_s_a
BMA,Macro Bank Inc.,Finance,macro bank,macro_bank
BMCH,"BMC Stock Holdings, Inc.",Consumer Services,bmc stock,bmc_stock
BMI,"Badger Meter, Inc.",Capital Goods,badger meter,badger_meter
BMO,Bank Of Montreal,Finance,bank of montreal,bank_of_montreal
BMRA,"Biomerica, Inc.",Health Care,biomerica,biomerica
BMRC,Bank of Marin Bancorp,Finance,bank of marin bancorp,bank_of_marin_bancorp
BMRN,BioMarin Pharmaceutical Inc.,Health Care,biomarin pharmaceutical,biomarin_pharmaceutical
BMS,"Bemis Company, Inc.",Consumer Durables,bemis,bemis
BMTC,Bryn Mawr Bank Corporation,Finance,bryn mawr bank,bryn_mawr_bank
BMY,Bristol-Myers Squibb Company,Health Care,bristol myers squibb,bristol_myers_squibb
BNCL,"Beneficial Bancorp, Inc.",Finance,beneficial bancorp,beneficial_bancorp
BNED,"Barnes & Noble Education, Inc",Consumer Services,barnes noble education,barnes_noble_education
BNFT,"Benefitfocus, Inc.",Technology,benefitfocus,benefitfocus
BNS,Bank of Nova Scotia (The),Finance,bank of nova scotia the,bank_of_nova_scotia_the
BNSO,"Bonso Electronics International, Inc.",Capital Goods,bonso electronics international,bonso_electronics_international
BNTC,Benitec Biopharma Limited,Health Care,benitec biopharma,benitec_biopharma
BOCH,Bank of Commerce Holdings (CA),Finance,bank of commerce,bank_of_commerce
BOH,Bank of Hawaii Corporation,Finance,bank of hawaii,bank_of_hawaii
BOJA,"Bojangles&#39;, Inc.",Consumer Services,bojangles 39,bojangles_39
BOKF,BOK Financial Corporation,Finance,bok financial,bok_financial
BOLD,"Audentes Therapeutics, Inc.",Health Care,audentes therapeutics,audentes_therapeutics
BOMN,Boston Omaha Corporation,Finance,boston omaha,boston_omaha
BOOM,DMC Global Inc.,Capital Goods,dmc global,dmc_global
BOOT,"Boot Barn Holdings, Inc.",Consumer Services,boot barn,boot_barn
BORN,China New Borun Corporation,Consumer Non-Durables,china new borun,china_new_borun
BOSC,B.O.S. Better Online Solutions,Technology,b o s better online solutions,b_o_s_better_online_solutions
BOTJ,"Bank of the James Financial Group, Inc.",Finance,bank of the james financial group,bank_of_the_james_financial_group
BOX,"Box, Inc.",Technology,box inc,box_inc
BP,BP p.l.c.,Energy,bp p l c,bp_p_l_c
BPFH,"Boston Private Financial Holdings, Inc.",Finance,boston private financial,boston_private_financial
BPI,"Bridgepoint Education, Inc.",Consumer Services,bridgepoint education,bridgepoint_education
BPL,Buckeye Partners L.P.,Energy,buckeye partners l p,buckeye_partners_l_p
BPMC,Blueprint Medicines Corporation,Health Care,blueprint medicines,blueprint_medicines
BPOP,"Popular, Inc.",Finance,popular,popular
BPT,BP Prudhoe Bay Royalty Trust,Energy,bp prudhoe bay royalty trust,bp_prudhoe_bay_royalty_trust
BPTH,"Bio-Path Holdings, Inc.",Health Care,bio path,bio_path
BPY,Brookfield Property Partners L.P.,Finance,brookfield property partners l p,brookfield_property_partners_l_p
BR,"Broadridge Financial Solutions, Inc.",Miscellaneous,broadridge financial solutions,broadridge_financial_solutions
BRC,Brady Corporation,Consumer Durables,brady,brady
BREW,"Craft Brew Alliance, Inc.",Consumer Non-Durables,craft brew alliance,craft_brew_alliance
BRFS,BRF S.A.,Consumer Non-Durables,brf s a,brf_s_a
BRKL,"Brookline Bancorp, Inc.",Finance,brookline bancorp,brookline_bancorp
BRKR,Bruker Corporation,Capital Goods,bruker,bruker
BRKS,"Brooks Automation, Inc.",Technology,brooks automation,brooks_automation
BRO,"Brown & Brown, Inc.",Finance,brown brown,brown_brown
BRS,Bristow Group Inc,Transportation,bristow group,bristow_group
BRSS,"Global Brass and Copper Holdings, Inc.",Capital Goods,global brass and copper,global_brass_and_copper
BRT,BRT Apartments Corp.,Consumer Services,brt apartments,brt_apartments
BRX,Brixmor Property Group Inc.,Consumer Services,brixmor property group,brixmor_property_group
BSAC,Banco Santander Chile,Finance,banco santander chile,banco_santander_chile
BSBR,Banco Santander Brasil SA,Finance,banco santander brasil sa,banco_santander_brasil_sa
BSET,"Bassett Furniture Industries, Incorporated",Consumer Durables,bassett furniture industries,bassett_furniture_industries
